stnam,fipst,leaid,leanm10,ALL_COHORT_1011,ALL_RATE_1011,MAM_COHORT_1011,MAM_RATE_1011,MAS_COHORT_1011,MAS_RATE_1011,MBL_COHORT_1011,MBL_RATE_1011,MHI_COHORT_1011,MHI_RATE_1011,MTR_COHORT_1011,MTR_RATE_1011,MWH_COHORT_1011,MWH_RATE_1011,CWD_COHORT_1011,CWD_RATE_1011,ECD_COHORT_1011,ECD_RATE_1011,LEP_COHORT_1011,LEP_RATE_1011
CALIFORNIA,6,630030,Patterson Joint Unified,426,85,5,PS,23,GE80,38,80-89,258,80-84,3,PS,99,90-94,45,60-69,272,80-84,127,70-74
CALIFORNIA,6,630210,Perris Union High,2124,83,13,GE50,102,85-89,188,80-84,1270,82,9,GE50,542,85,140,55-59,1673,84,521,72
CALIFORNIA,6,630250,Petaluma Joint Union High,819,90,3,PS,47,GE90,7,GE50,192,80-84,30,GE80,540,92,85,75-79,251,80-84,124,75-79
CALIFORNIA,6,630330,Piedmont City Unified,223,GE95,,,39,GE90,7,GE50,17,GE80,7,GE50,153,GE95,39,GE90,4,PS,3,PS
CALIFORNIA,6,630360,Pierce Joint Unified,100,85-89,,,4,PS,2,PS,77,85-89,,,17,GE80,18,GE80,77,85-89,35,80-89
CALIFORNIA,6,630600,Pittsburg Unified,699,66,3,PS,86,80-84,178,55-59,354,68,9,LT50,69,65-69,91,35-39,558,65,173,50-54
CALIFORNIA,6,630660,Placentia-Yorba Linda Unified,2252,92,6,GE50,272,GE95,44,80-89,622,85,16,GE80,1292,94,230,75-79,671,85,243,75-79
CALIFORNIA,6,630750,Placer Union High,1146,92,14,GE50,23,GE80,6,GE50,112,85-89,61,85-89,930,93,124,80-84,346,83,23,60-79
CALIFORNIA,6,631230,Point Arena Joint Union High,45,70-79,3,PS,2,PS,,,15,GE50,,,25,60-79,6,GE50,31,70-79,13,GE50
CALIFORNIA,6,631320,Pomona Unified,1885,77,2,PS,147,85-89,133,75-79,1457,75,37,70-79,109,80-84,166,65-69,1466,76,720,67
CALIFORNIA,6,631400,Potter Valley Community Unified,15,GE50,,,,,,,,,,,12,GE50,2,PS,9,GE50,,
CALIFORNIA,6,631530,Poway Unified,2687,94,13,GE50,570,95,93,85-89,300,90-94,46,GE90,1665,95,468,87,841,92,162,80-84
CALIFORNIA,6,631620,Princeton Joint Unified,20,GE80,1,PS,1,PS,,,8,GE50,,,10,GE50,3,PS,15,GE50,4,PS
CALIFORNIA,6,631710,Ramona City Unified,540,87,10,LT50,9,GE50,5,PS,150,80-84,5,PS,361,91,69,60-64,217,75-79,57,70-79
CALIFORNIA,6,631950,Ready Springs Union Elementary,4,PS,,,,,,,,,,,4,PS,,,1,PS,,
CALIFORNIA,6,632010,Red Bluff Joint Union High,473,79,20,60-79,7,GE50,3,PS,128,70-74,5,PS,310,81,55,70-79,292,70-74,46,40-49
CALIFORNIA,6,632040,Redding Elementary,19,GE80,,,,,,,,,2,PS,17,GE80,1,PS,9,GE50,,
CALIFORNIA,6,632070,Redlands Unified,1828,86,11,GE50,227,90-94,135,80-84,727,81,35,80-89,693,92,228,70-74,990,81,171,70-74
CALIFORNIA,6,632270,Reef-Sunset Unified,148,80-84,,,2,PS,,,141,80-84,,,5,PS,8,GE50,146,80-84,116,75-79
CALIFORNIA,6,632370,Rialto Unified,2088,78,7,GE50,55,80-89,401,78,1490,78,7,GE50,128,75-79,212,50-54,2031,79,523,66
CALIFORNIA,6,632550,West Contra Costa Unified,2103,74,3,PS,430,87,550,58,877,74,12,GE50,231,75-79,271,55-59,1451,71,563,64
CALIFORNIA,6,632610,Rim of the World Unified,374,75,2,PS,5,PS,6,GE50,90,65-69,5,PS,266,75-79,39,50-59,194,60-64,25,60-79
CALIFORNIA,6,632880,Ripon Unified,235,91,1,PS,15,GE50,2,PS,56,80-89,3,PS,158,90-94,25,60-79,77,80-84,19,60-79
CALIFORNIA,6,633110,River Delta Joint Unified,158,85-89,,,6,GE50,4,PS,64,85-89,,,84,85-89,29,60-79,88,75-79,39,80-89
CALIFORNIA,6,633150,Riverside Unified,3483,80,24,60-79,194,90-94,350,77,1800,78,26,GE80,1089,84,724,76,2953,80,535,65
CALIFORNIA,6,633630,Roseville Joint Union High,2345,92,10,GE50,206,GE95,94,90-94,339,86,129,90-94,1567,93,203,60-64,668,84,157,80-84
CALIFORNIA,6,633720,Round Valley Unified,23,40-59,16,40-59,,,1,PS,,,1,PS,5,PS,4,PS,23,40-59,,
CALIFORNIA,6,633750,Rowland Unified,1121,84,,,422,93,41,80-89,603,80,6,GE50,49,80-89,119,55-59,731,80,288,65-69
CALIFORNIA,6,633840,Sacramento City Unified,3289,74,25,60-79,954,85,551,60,984,71,194,75-79,581,74,444,60,2728,76,894,71
CALIFORNIA,6,633860,Saddleback Valley Unified,2795,94,12,GE50,269,GE95,57,GE90,659,89,80,GE95,1718,96,195,70-74,474,86,357,76
CALIFORNIA,6,633980,Salinas Union High,2151,66,9,GE50,142,80-84,49,50-59,1677,74,3,PS,271,70-74,198,45-49,1674,65,780,61
CALIFORNIA,6,634140,San Benito High,778,86,2,PS,25,GE80,7,GE50,463,82,2,PS,279,90-94,76,75-79,417,80,217,75-79
CALIFORNIA,6,634170,San Bernardino City Unified,4947,68,47,80-89,151,75-79,783,61,3401,67,17,40-59,548,77,706,48,4384,68,1557,58
CALIFORNIA,6,634320,San Diego Unified,7648,85,36,80-89,1429,94,913,82,3195,78,153,90-94,1922,92,951,48,5056,80,1488,64
CALIFORNIA,6,634380,San Dieguito Union High,2095,96,7,GE50,293,GE95,24,GE80,264,90-94,4,PS,1503,97,223,85-89,262,85-89,101,85-89
CALIFORNIA,6,634410,San Francisco Unified,3927,82,13,GE50,2395,88,341,62,772,68,88,80-84,318,85,354,59,2883,81,1015,71
CALIFORNIA,6,634425,San Gabriel Unified,464,93,,,269,GE95,6,GE50,160,90-94,1,PS,28,GE80,8,LT50,328,93,142,85-89
CALIFORNIA,6,634440,San Jacinto Unified,603,76,9,GE50,19,GE80,54,70-79,362,77,14,GE50,145,80-84,65,60-64,484,73,186,65-69
CALIFORNIA,6,634590,San Jose Unified,2283,84,20,GE80,387,94,83,80-84,1123,76,16,40-59,654,92,237,60-64,1185,76,473,67
CALIFORNIA,6,634620,San Juan Unified,4231,80,64,75-79,338,87,289,65-69,673,64,28,40-59,2839,85,533,59,1818,71,395,61
CALIFORNIA,6,634680,San Leandro Unified,687,82,2,PS,191,85-89,139,75-79,262,80-84,13,GE50,80,80-84,75,70-74,448,79,153,65-69
CALIFORNIA,6,634710,San Lorenzo Unified,879,83,4,PS,208,90-94,107,75-79,416,80,2,PS,142,80-84,74,60-64,544,80,204,75-79
CALIFORNIA,6,634740,San Lorenzo Valley Unified,223,91,,,5,PS,4,PS,18,GE80,2,PS,194,90-94,32,80-89,42,80-89,1,PS
CALIFORNIA,6,634800,San Luis Coastal Unified,577,96,3,PS,37,GE90,10,GE50,126,90-94,11,GE50,390,97,46,80-89,172,90-94,45,80-89
CALIFORNIA,6,634860,San Marino Unified,301,98,,,203,GE95,4,PS,25,GE80,,,69,GE95,23,GE80,15,GE50,15,GE50
CALIFORNIA,6,634880,San Marcos Unified,1088,94,4,PS,95,GE95,31,GE90,551,96,5,PS,402,97,81,80-84,612,92,208,85-89
CALIFORNIA,6,634980,San Mateo Union High,2036,89,5,PS,646,93,38,70-79,534,82,165,90-94,648,92,225,70-74,566,80,262,75-79
CALIFORNIA,6,635070,San Pasqual Valley Unified,47,80-89,16,GE80,,,,,26,GE80,,,5,PS,4,PS,47,80-89,14,GE50
CALIFORNIA,6,635110,San Rafael City High,544,94,2,PS,47,GE90,17,GE80,218,85-89,9,GE50,251,GE95,73,90-94,237,85-89,110,85-89
CALIFORNIA,6,635130,San Ramon Valley Unified,2123,97,3,PS,438,98,53,GE90,206,GE95,134,GE95,1289,97,157,80-84,98,85-89,44,80-89
CALIFORNIA,6,635250,Sanger Unified,734,94,3,PS,100,GE95,15,GE50,475,93,2,PS,139,90-94,67,75-79,695,94,150,85-89
CALIFORNIA,6,635310,Santa Ana Unified,3782,83,2,PS,130,85-89,26,GE80,3567,82,8,GE50,49,GE90,392,69,3610,83,1623,70
CALIFORNIA,6,635370,Santa Barbara Secondary,1688,88,11,GE50,99,85-89,31,80-89,756,84,9,GE50,782,92,219,75-79,715,83,325,76
CALIFORNIA,6,635430,Santa Clara Unified,1081,81,2,PS,317,88,51,80-89,381,70,19,GE80,311,86,142,65-69,603,74,260,65-69
CALIFORNIA,6,635600,Santa Cruz City High,944,90,5,PS,41,GE90,21,GE80,273,80-84,11,GE50,593,93,113,65-69,355,82,123,65-69
CALIFORNIA,6,635670,Santa Maria Joint Union High,1872,82,6,GE50,74,GE95,21,GE80,1369,80,39,80-89,363,87,155,60-64,1361,78,415,61
CALIFORNIA,6,635700,Santa Monica-Malibu Unified,1005,88,,,59,GE90,66,90-94,347,86,52,80-89,480,89,86,65-69,373,83,89,65-69
CALIFORNIA,6,635760,Santa Paula Union High,355,87,1,PS,,,2,PS,325,87,2,PS,25,GE80,46,60-69,312,85,141,80-84
CALIFORNIA,6,635830,Santa Rosa High,2055,79,23,40-59,164,85-89,73,75-79,747,69,82,80-84,966,86,286,55-59,922,69,483,62
CALIFORNIA,6,635850,Santa Ynez Valley Union High,273,GE95,,,2,PS,2,PS,95,GE95,18,GE80,156,GE95,28,GE80,93,GE95,48,GE90
CALIFORNIA,6,636270,Selma Unified,433,86,1,PS,25,GE80,4,PS,370,86,1,PS,32,80-89,34,50-59,357,84,145,75-79
CALIFORNIA,6,636390,Sequoia Union High,2018,85,5,PS,246,85-89,99,70-74,836,77,21,GE80,811,95,280,70-74,928,75,506,66
CALIFORNIA,6,636450,Shandon Joint Unified,21,GE80,,,,,,,13,GE50,,,8,GE50,2,PS,15,GE50,8,GE50
CALIFORNIA,6,636600,Shasta Union High,1220,93,36,80-89,61,GE95,17,GE80,98,90-94,18,GE80,990,94,129,80-84,546,88,22,60-79
CALIFORNIA,6,636670,Shoreline Unified,42,80-89,,,,,1,PS,24,60-79,1,PS,16,LE20,6,GE50,27,60-79,20,60-79
CALIFORNIA,6,636780,Sierra-Plumas Joint Unified,28,GE80,,,,,,,5,PS,,,23,GE80,2,PS,14,GE50,3,PS
CALIFORNIA,6,636800,Sierra Sands Unified,379,91,5,PS,30,GE80,16,GE80,62,85-89,2,PS,264,90-94,32,70-79,164,80-84,28,GE80
CALIFORNIA,6,636805,Sierra Unified,181,90-94,28,GE80,1,PS,,,11,GE50,4,PS,137,90-94,28,GE80,171,90-94,1,PS
CALIFORNIA,6,636820,Silver Valley Unified,113,70-74,4,PS,7,LT50,7,GE50,40,80-89,2,PS,53,70-79,6,LT50,67,55-59,4,PS
CALIFORNIA,6,636840,Simi Valley Unified,1567,82,6,GE50,138,85-89,22,GE80,366,69,20,60-79,1015,86,164,55-59,450,67,87,45-49
CALIFORNIA,6,636940,Siskiyou Union High,177,85-89,11,GE50,5,PS,5,PS,20,GE80,1,PS,135,85-89,8,GE50,83,80-84,5,PS
CALIFORNIA,6,636970,Snowline Joint Unified,634,88,5,PS,19,GE80,33,80-89,198,85-89,4,PS,375,89,61,80-84,315,83,55,70-79
CALIFORNIA,6,636972,Victor Valley Union High,1720,80,4,PS,89,85-89,412,73,931,81,3,PS,281,80-84,183,50-54,1457,79,315,69
CALIFORNIA,6,637050,Soledad Unified,308,86,4,PS,7,GE50,4,PS,279,85-89,,,14,GE50,20,60-79,278,85-89,106,70-74
CALIFORNIA,6,637200,Sonoma Valley Unified,275,90-94,1,PS,5,PS,3,PS,109,85-89,1,PS,156,90-94,28,60-79,124,85-89,58,80-89
CALIFORNIA,6,637260,Sonora Union High,293,92,10,GE50,6,GE50,1,PS,27,GE80,3,PS,246,90-94,26,GE80,111,85-89,4,PS
CALIFORNIA,6,637500,South Pasadena Unified,379,96,2,PS,145,GE95,16,60-79,71,GE95,,,145,GE95,46,80-89,72,90-94,32,GE90
CALIFORNIA,6,637530,South San Francisco Unified,654,93,,,228,GE95,11,GE50,232,90-94,102,GE95,81,85-89,74,75-79,487,92,97,80-84
CALIFORNIA,6,637590,Southern Humboldt Joint Unified,52,80-89,4,PS,1,PS,,,3,PS,1,PS,43,80-89,8,GE50,30,GE80,,
CALIFORNIA,6,637620,Southern Kern Unified,239,63,,,7,GE50,17,40-59,108,60-64,4,PS,102,70-74,23,21-39,152,55-59,19,21-39
CALIFORNIA,6,637630,Southern Trinity Joint Unified,9,GE50,2,PS,,,,,,,,,7,GE50,,,8,GE50,,
CALIFORNIA,6,637830,Saint Helena Unified,120,GE95,,,1,PS,,,48,GE90,,,70,GE95,4,PS,45,GE90,22,GE80
CALIFORNIA,6,638010,Stockton Unified,2337,67,111,60-64,496,84,305,58,1204,70,1,PS,220,55-59,227,35-39,1854,66,479,52
CALIFORNIA,6,638070,Stony Creek Joint Unified,10,GE50,5,PS,,,1,PS,1,PS,,,3,PS,,,7,GE50,,
CALIFORNIA,6,638280,Summerville Union High,170,85-89,,,,,1,PS,8,GE50,,,160,55-59,2,PS,14,GE50,1,PS
CALIFORNIA,6,638520,Surprise Valley Joint Unified,7,GE50,,,,,,,2,PS,,,5,PS,,,3,PS,2,PS
CALIFORNIA,6,638610,Sutter Union High,154,90-94,4,PS,7,GE50,1,PS,34,80-89,,,108,GE95,5,PS,57,GE90,12,GE50
CALIFORNIA,6,638640,Sweetwater Union High,7042,80,28,60-79,803,89,287,75-79,5195,79,123,80-84,606,84,822,68,4975,78,2252,69
CALIFORNIA,6,638730,Taft Union High,224,90-94,,,5,PS,2,PS,93,90-94,7,GE50,117,90-94,25,GE80,141,90-94,32,70-79
CALIFORNIA,6,638770,Tahoe-Truckee Joint Unified,278,91,,,2,PS,3,PS,77,75-79,2,PS,194,GE95,32,70-79,101,75-79,44,60-69
CALIFORNIA,6,638790,Tamalpais Union High,933,98,2,PS,74,GE95,32,80-89,60,GE90,12,GE50,753,98,92,90-94,117,90-94,254,GE95
CALIFORNIA,6,638880,Tehachapi Unified,380,82,1,PS,11,GE50,8,GE50,89,70-74,5,PS,266,85-89,30,40-59,126,65-69,12,LT50
CALIFORNIA,6,638980,Temple City Unified,524,94,,,313,96,4,PS,111,85-89,6,GE50,90,90-94,49,70-79,258,90-94,91,85-89
CALIFORNIA,6,639000,Templeton Unified,204,98,3,PS,5,PS,3,PS,32,GE90,3,PS,158,GE95,17,GE80,42,GE90,3,PS
CALIFORNIA,6,639420,Torrance Unified,2323,93,14,GE50,867,95,106,85-89,496,91,45,GE90,795,93,302,76,619,89,292,85-89
CALIFORNIA,6,639630,Travis Unified,388,94,4,PS,58,GE90,85,90-94,71,GE95,12,GE50,158,90-94,33,70-79,85,85-89,12,GE50
CALIFORNIA,6,639840,Trona Joint Unified,18,GE80,,,1,PS,2,PS,5,PS,,,10,GE50,2,PS,12,GE50,,
CALIFORNIA,6,639930,Tulare Joint Union High,1231,80,2,PS,29,60-79,83,75-79,763,79,10,GE50,344,86,77,70-74,932,76,255,70-74
CALIFORNIA,6,639940,Tulelake Basin Joint Unified,44,80-89,1,PS,,,,,24,GE80,1,PS,18,GE80,1,PS,34,80-89,14,GE50
CALIFORNIA,6,640150,Tustin Unified,1606,96,8,GE50,267,GE95,50,GE90,691,94,15,GE50,575,97,120,85-89,656,94,298,90-94
CALIFORNIA,6,640300,Ukiah Unified,422,81,29,GE80,7,GE50,4,PS,148,75-79,9,GE50,225,80-84,60,60-69,259,75-79,81,70-74
CALIFORNIA,6,640500,Upper Lake Union High,94,85-89,8,LT50,4,PS,,,9,GE50,5,PS,68,85-89,10,GE50,78,80-84,3,PS
CALIFORNIA,6,640590,Vacaville Unified,1122,80,13,GE50,61,90-94,90,70-74,283,65-69,29,60-79,646,85,106,70-74,434,66,93,55-59
CALIFORNIA,6,640740,Vallejo City Unified,1236,54,3,PS,326,75,398,45,360,43,30,40-59,119,60-64,144,35-39,791,48,204,35-39
CALIFORNIA,6,640980,Ventura Unified,1397,90,21,GE80,61,GE95,25,GE80,523,84,25,GE80,742,94,141,65-69,647,82,124,70-74
CALIFORNIA,6,641160,Visalia Unified,1986,84,25,60-79,122,85-89,50,80-89,1075,81,6,GE50,708,90,158,65-69,1193,78,283,70-74
CALIFORNIA,6,641190,Vista Unified,1674,81,7,GE50,79,90-94,66,70-74,879,74,11,GE50,632,89,221,65-69,945,72,358,59
CALIFORNIA,6,641280,Walnut Valley Unified,1587,97,2,PS,1038,98,56,GE90,287,GE95,2,PS,202,GE95,101,90-94,256,90-94,153,85-89
CALIFORNIA,6,641430,Wasco Union High,331,74,,,1,PS,8,GE50,295,70-74,1,PS,26,GE80,22,60-79,296,70-74,94,50-54
CALIFORNIA,6,641580,Washington Unified,512,83,4,PS,64,GE95,36,80-89,212,75-79,17,40-59,179,85-89,55,50-59,396,81,117,75-79
CALIFORNIA,6,641640,Washington Union High,317,68,1,PS,37,80-89,52,30-39,199,70-74,,,28,GE80,30,21-39,288,65-69,148,75-79
CALIFORNIA,6,642000,West Covina Unified,762,95,,,134,GE95,35,GE90,526,97,,,67,90-94,39,80-89,577,95,59,GE90
CALIFORNIA,6,642060,West Park Elementary,173,35-39,6,LT50,8,GE50,8,LT50,122,35-39,,,29,40-59,11,LT50,147,35-39,44,30-39
CALIFORNIA,6,642140,Western Placer Unified,371,85,4,PS,23,GE80,4,PS,86,80-84,4,PS,250,85-89,47,50-59,351,89,18,60-79
CALIFORNIA,6,642300,Westwood Unified,23,GE80,1,PS,,,,,4,PS,,,18,GE80,1,PS,15,GE50,1,PS
CALIFORNIA,6,642350,Wheatland Union High,105,85-89,,,2,PS,8,GE50,29,GE80,11,GE50,55,80-89,15,GE50,48,80-89,9,GE50
CALIFORNIA,6,642480,Whittier Union High,3137,86,10,GE50,86,GE95,35,80-89,2633,87,2,PS,371,90,301,66,2250,83,559,77
CALIFORNIA,6,642510,William S. Hart Union High,3757,94,16,GE80,495,97,165,85-89,1030,89,15,GE50,2036,96,1689,93,913,86,333,79
CALIFORNIA,6,642540,Williams Unified,101,75-79,2,PS,3,PS,1,PS,79,75-79,,,16,GE80,9,GE50,86,70-74,31,50-59
CALIFORNIA,6,642560,Willits Unified,152,80-84,5,PS,2,PS,2,PS,40,70-79,,,103,85-89,19,60-79,103,75-79,16,60-79
CALIFORNIA,6,642580,Laytonville Unified,32,70-79,6,GE50,2,PS,,,5,PS,,,19,GE80,5,PS,25,60-79,2,PS
CALIFORNIA,6,642710,Willows Unified,124,80-84,5,PS,10,GE50,1,PS,35,70-79,,,73,80-84,10,GE50,115,75-79,9,GE50
CALIFORNIA,6,642930,Winters Joint Unified,149,80-84,,,2,PS,,,82,75-79,1,PS,64,85-89,24,60-79,91,70-74,33,40-49
CALIFORNIA,6,643050,Woodlake Union High,200,80-84,,,1,PS,2,PS,157,80-84,,,38,70-79,16,60-79,200,80-84,66,65-69
CALIFORNIA,6,643080,Woodland Joint Unified,714,85,1,PS,51,80-89,9,GE50,376,81,4,PS,273,90-94,68,65-69,397,78,170,60-64
CALIFORNIA,6,643410,Yreka Union High,168,85-89,12,GE50,4,PS,3,PS,22,GE80,,,127,85-89,19,40-59,95,80-84,10,GE50
CALIFORNIA,6,643470,Yuba City Unified,929,84,17,40-59,178,85-89,34,70-79,303,85,41,80-89,356,83,107,65-69,594,80,138,60-64
CALIFORNIA,6,643560,Yucaipa-Calimesa Joint Unified,802,86,6,GE50,24,GE80,25,60-79,237,85-89,8,GE50,502,88,112,75-79,395,79,617,73
CALIFORNIA,6,684500,Irvine Unified,2188,97,6,GE50,930,98,61,90-94,195,GE95,70,GE95,926,97,203,80-84,274,90-94,193,90-94
CALIFORNIA,6,691134,Golden Plains Unified,158,70-74,,,,,,,151,70-74,,,6,GE50,14,GE50,158,70-74,117,65-69
CALIFORNIA,6,691135,Val Verde Unified,1571,82,2,PS,61,85-89,311,79,1068,83,20,60-79,109,80-84,149,60-64,1305,82,1341,85
CALIFORNIA,6,691136,Aromas/San Juan Unified,89,90-94,1,PS,1,PS,,,46,GE90,4,PS,37,GE90,5,PS,37,80-89,19,GE80
CALIFORNIA,6,691137,Big Oak Flat-Groveland Unified,42,80-89,,,2,PS,,,8,GE50,2,PS,30,GE80,1,PS,18,GE80,,
COLORADO,8,800001,Cheyenne County School District No. Re-5,19,GE80,,,,,,,2,PS,,,17,GE80,3,PS,4,PS,,
COLORADO,8,800004,DENVER 1,28,60-79,,,,,,,3,PS,,,24,60-79,6,GE50,,,,
COLORADO,8,800016,Yuma 1 School District,64,85-89,,,,,,,27,GE80,,,37,GE90,2,PS,32,80-89,18,GE80
COLORADO,8,800017,Wray RD-2 School District,54,80-89,,,,,,,14,GE50,,,40,GE90,9,GE50,30,60-79,4,PS
COLORADO,8,800018,Idalia RJ-3 School District,11,GE50,,,,,,,,,,,11,GE50,,,4,PS,,
COLORADO,8,800019,Liberty J-4 School District,5,PS,,,,,,,,,,,5,PS,,,1,PS,,
COLORADO,8,800020,CHARTER SCHOOL INSTITUTE,808,34,7,LT50,13,GE50,54,30-39,290,25-29,,,444,39,43,20-29,309,32,73,35-39
COLORADO,8,801920,"Academy, School District No. 20, in the county of El Paso an",1618,89,12,GE50,66,90-94,36,GE90,188,85-89,,,1316,90,101,50-54,186,70-74,23,60-79
COLORADO,8,801950,School District N. 14 in the county of Adams & State of Colo,497,61,8,LT50,4,PS,15,GE50,392,59,,,78,65-69,48,30-39,408,63,146,60-64
COLORADO,8,801980,Agate School District No. 300,5,PS,,,,,,,,,,,5,PS,,,3,PS,,
COLORADO,8,802010,Aguilar Reorganized School District No. 6,17,21-39,,,,,,,10,LT50,,,7,GE50,,,16,21-39,,
COLORADO,8,802040,Akron School District No. R-1,33,GE90,,,,,,,2,PS,,,31,GE90,1,PS,15,GE50,,
COLORADO,8,802070,"Alamosa School District, No. Re-11J",180,75-79,1,PS,1,PS,,,108,70-74,,,70,80-84,15,GE50,124,70-74,19,21-39
COLORADO,8,802130,South Conejos School District No. Re10,26,GE80,,,1,PS,,,23,GE80,,,2,PS,2,PS,19,GE80,,
COLORADO,8,802190,Archuleta County School District No. 50 Jt,121,80-84,3,PS,,,,,33,70-79,,,84,85-89,15,GE50,70,75-79,5,PS
COLORADO,8,802220,Arickaree School District No. R-2,3,PS,,,,,,,,,,,3,PS,,,,,,
COLORADO,8,802260,Arriba-Flagler Consolidated School District No. 20,14,GE50,,,,,,,1,PS,,,13,GE50,1,PS,7,GE50,,
COLORADO,8,802280,"Aspen School District No. 1, in the county of Pitkin and Sta",128,90-94,,,1,PS,,,16,60-79,,,109,GE95,9,GE50,8,GE50,15,GE50
COLORADO,8,802310,Weld County School District No. Re-9,79,75-79,,,,,1,PS,30,60-79,,,48,80-89,10,GE50,43,70-79,11,GE50
COLORADO,8,802340,"Aurora, Joint District No. 28 of the counties of Adams and A",2618,48,20,40-59,161,50-54,574,57,1323,38,,,540,62,237,30-34,1640,47,1017,31
COLORADO,8,802370,"Platte Canyon, School District No. 1, of  the county of Park",113,90-94,1,PS,1,PS,2,PS,4,PS,,,105,90-94,6,LT50,33,80-89,,
COLORADO,8,802400,Bayfield School District No. 10Jt-R,96,GE95,6,GE50,,,,,6,GE50,,,84,GE95,7,GE50,19,GE80,1,PS
COLORADO,8,802430,Bennett School District No. 29J,94,85-89,1,PS,,,,,16,60-79,,,76,90-94,9,GE50,29,GE80,4,PS
COLORADO,8,802460,Bethune School District No. R- 5,6,GE50,,,,,,,2,PS,,,4,PS,1,PS,3,PS,1,PS
COLORADO,8,802490,Boulder Valley School District No. Re2,2224,88,12,GE50,98,GE95,28,60-79,371,68,,,1715,93,201,60-64,450,67,152,55-59
COLORADO,8,802520,Branson Reorganized School District No. 82,70,40-44,2,PS,,,,,10,LT50,,,58,40-49,,,13,LT50,,
COLORADO,8,802550,"chool District No. Re-10, in the county of Weld and State of",11,GE50,,,,,,,2,PS,,,9,GE50,2,PS,4,PS,,
COLORADO,8,802580,Brighton School District No. 27J,859,73,9,GE50,24,60-79,27,60-79,396,67,,,403,78,71,50-54,263,65-69,134,55-59
COLORADO,8,802610,"School District No. Re-2, Brush",132,75-79,,,,,1,PS,54,70-79,,,77,75-79,13,GE50,69,75-79,15,GE50
COLORADO,8,802640,Buena Vista School District No. R-31,86,80-84,,,,,,,8,GE50,,,78,80-84,4,PS,24,40-59,,
COLORADO,8,802670,Burlington Public School District No. RE-6J,58,GE90,,,1,PS,,,18,60-79,,,38,GE90,3,PS,26,GE80,8,GE50
COLORADO,8,802700,Byers School District No. 32J,28,GE80,,,,,,,2,PS,,,26,GE80,2,PS,14,GE50,1,PS
COLORADO,8,802730,Calhan District No. RJ1,46,80-89,2,PS,,,,,5,PS,,,39,80-89,3,PS,20,GE80,,
COLORADO,8,802760,Campo School District No. Re-6,7,GE50,,,,,,,1,PS,,,6,GE50,,,5,PS,,
COLORADO,8,802790,Fremont Re-1,296,73,2,PS,5,PS,,,34,70-79,,,252,70-74,28,60-79,128,70-74,,
COLORADO,8,802850,"Center Consolidated School District No. 26 Jt., of the count",52,70-79,1,PS,,,,,47,70-79,,,4,PS,2,PS,41,70-79,14,GE50
COLORADO,8,802880,"Cheraw, School District No. 31, in the county of Otero and S",11,GE50,,,,,,,2,PS,,,9,GE50,,,5,PS,,
COLORADO,8,802910,"Cherry Creek, School District No. 5, in the county of Arapah",3778,84,28,60-79,281,90-94,552,83,588,74,,,2329,87,401,61,1026,78,146,70-74
COLORADO,8,802940,"Cheyenne Mountain School District No. 12, in the county of E",352,97,3,PS,17,GE80,10,GE50,43,GE90,,,279,GE95,17,60-79,33,GE90,1,PS
COLORADO,8,803000,Clear Creek School District No. Re-1,63,90-94,,,,,1,PS,8,GE50,,,54,GE90,9,GE50,18,60-79,,
COLORADO,8,803030,"Plateau Valley, School District No. 50 in the county of Mesa",144,30-34,,,,,12,LT50,39,20-29,,,90,35-39,11,LT50,7,GE50,1,PS
COLORADO,8,803060,"Colorado Springs, School District No. 11, in the county of E",2220,64,38,40-49,62,70-74,192,45-49,559,54,,,1369,70,202,30-34,1037,50,109,45-49
COLORADO,8,803090,Montezuma-Cortez School District No. Re-1,266,56,73,40-44,1,PS,,,39,50-59,,,151,60-64,29,40-59,132,45-49,50,40-49
COLORADO,8,803120,Fremont Re-3,21,GE80,,,,,,,3,PS,,,18,GE80,4,PS,17,GE80,,
COLORADO,8,803150,Creed School District,6,GE50,,,,,,,,,,,6,GE50,1,PS,3,PS,,
COLORADO,8,803180,Cripple Creek-Victor School District No. Re-1,40,80-89,4,PS,1,PS,1,PS,2,PS,,,32,80-89,4,PS,28,GE80,,
COLORADO,8,803210,Crowley County School District No. Re-1-J,38,70-79,,,1,PS,,,11,GE50,,,26,60-79,5,PS,26,60-79,,
COLORADO,8,803240,"De Beque, Joint District No. 49 of the counties of Mesa and",9,GE50,,,,,,,2,PS,,,7,GE50,3,PS,3,PS,,
COLORADO,8,803270,Deer Trail School District No. 26J,19,GE80,1,PS,,,,,,,,,17,GE80,1,PS,7,GE50,,
COLORADO,8,803300,Del Norte Consolidated School District No. C-7,37,GE90,,,1,PS,,,16,GE80,,,20,GE80,4,PS,24,GE80,,
COLORADO,8,803330,Delta County Joint District No. 50,411,82,2,PS,5,PS,3,PS,77,85-89,,,324,82,42,60-69,213,80-84,40,80-89
COLORADO,8,803360,School District No. 1 in the county of Denver and State of C,4881,56,59,20-29,162,65-69,986,58,2619,51,,,1055,66,609,38,3394,52,576,47
COLORADO,8,803390,Dolores School District No. Re-4A,38,80-89,,,,,,,1,PS,,,36,GE90,4,PS,11,GE50,,
COLORADO,8,803420,Dolores County School District RE-2J,17,60-79,,,,,,,,,,,15,GE50,3,PS,5,PS,,
